level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	355	346	-1	
2	1	1	0	0	0	78	149	184	105	-1	
3	1	1	1	0	0	78	149	184	105	-1	
4	1	1	1	1	0	78	149	184	47	-1	
5	1	1	1	1	1	78	149	184	47	66.373131	Prestant
4	1	1	1	2	0	162	211	25	43	-1	
5	1	1	1	2	1	162	211	25	43	96.487480	8
