level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	307	268	-1	
2	1	1	0	0	0	86	123	197	78	-1	
3	1	1	1	0	0	86	123	197	78	-1	
4	1	1	1	1	0	86	123	197	36	-1	
5	1	1	1	1	1	86	123	115	36	55.420685	Octave
4	1	1	1	2	0	139	169	24	32	-1	
5	1	1	1	2	1	139	169	24	32	96.736656	4
