level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	351	319	-1	
2	1	1	0	0	0	57	123	254	117	-1	
3	1	1	1	0	0	57	123	254	117	-1	
4	1	1	1	1	0	111	123	200	62	-1	
5	1	1	1	1	1	111	129	107	39	95.974739	Swell
5	1	1	1	1	2	300	123	11	62	53.661842	\
4	1	1	1	2	0	57	184	250	56	-1	
5	1	1	1	2	1	57	230	11	10	21.310658	|
5	1	1	1	2	2	111	184	113	49	96.769173	Great
5	1	1	1	2	3	278	237	3	3	79.611069	|
5	1	1	1	2	4	298	190	9	23	0.000000	;
