level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	380	343	-1	
2	1	1	0	0	0	87	151	190	101	-1	
3	1	1	1	0	0	87	151	190	101	-1	
4	1	1	1	1	0	87	151	168	47	-1	
5	1	1	1	1	1	87	151	168	47	89.457245	Schalme
4	1	1	1	2	0	167	165	110	87	-1	
5	1	1	1	2	1	167	210	28	42	53.881916	y
5	1	1	1	2	2	244	165	33	46	35.728752	y
