level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	597	308	-1	
2	1	1	0	0	0	24	42	549	239	-1	
3	1	1	1	0	0	24	42	549	239	-1	
4	1	1	1	1	0	24	42	518	111	-1	
5	1	1	1	1	1	24	42	518	111	87.506767	Ruckpositive
4	1	1	1	2	0	68	162	505	119	-1	
5	1	1	1	2	1	68	277	17	4	59.732712	I
5	1	1	1	2	2	203	190	154	52	96.631332	Manual
5	1	1	1	2	3	367	187	27	84	90.826637	1
5	1	1	1	2	4	440	267	3	1	79.369789	|
5	1	1	1	2	5	572	162	1	6	88.444336	|
