level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	420	398	-1	
2	1	1	0	0	0	101	166	222	137	-1	
3	1	1	1	0	0	101	166	222	137	-1	
4	1	1	1	1	0	101	166	222	74	-1	
5	1	1	1	1	1	101	166	222	74	84.480942	Waldflite
4	1	1	1	2	0	189	253	36	50	-1	
5	1	1	1	2	1	189	253	36	50	96.313126	2
