level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	380	343	-1	
2	1	1	0	0	0	87	151	190	101	-1	
3	1	1	1	0	0	87	151	190	101	-1	
4	1	1	1	1	0	87	151	168	47	-1	
5	1	1	1	1	1	87	151	168	47	91.645378	Schalme
4	1	1	1	2	0	167	160	110	92	-1	
5	1	1	1	2	1	167	210	28	42	69.298714	y
5	1	1	1	2	2	240	160	37	63	51.750069	cy
