level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	397	387	-1	
2	1	1	0	0	0	69	157	246	125	-1	
3	1	1	1	0	0	69	157	246	125	-1	
4	1	1	1	1	0	69	157	246	77	-1	
5	1	1	1	1	1	69	166	27	53	76.073616	S
5	1	1	1	1	2	102	157	213	77	80.815201	esquialter
4	1	1	1	2	0	175	229	38	53	-1	
5	1	1	1	2	1	175	229	38	53	78.185760	II
