level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	384	357	-1	
2	1	1	0	0	0	83	136	272	138	-1	
3	1	1	1	0	0	83	136	272	138	-1	
4	1	1	1	1	0	83	136	272	89	-1	
5	1	1	1	1	1	83	151	210	74	73.757126	Robrflite
5	1	1	1	1	2	348	136	7	72	17.113075	)
4	1	1	1	2	0	171	231	165	43	-1	
5	1	1	1	2	1	171	231	31	43	96.812187	4
