level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	359	375	-1	
2	1	1	0	0	0	101	161	234	110	-1	
3	1	1	1	0	0	101	161	234	110	-1	
4	1	1	1	1	0	101	161	234	51	-1	
5	1	1	1	1	1	101	161	137	51	84.381134	Octave
4	1	1	1	2	0	163	223	28	48	-1	
5	1	1	1	2	1	163	223	28	48	96.848640	4
